value_network_X,value_network_y,policy_network_X,policy_network_y
"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]",1.0,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","[1.562871267261302e-18, 2.3195066204489715e-16, 2.3195066204489715e-16, 4.6588535868606055e-15, 1.026180791739977e-10, 1.1548143469200597e-17, 4.248324566017156e-18, 1.3887846810210126e-11, 3.44245305100173e-14, 3.139110854476598e-17, 3.44245305100173e-14, 4.248324566017156e-18, 2.3195066204489715e-16, 2.3195066204489715e-16, 1.1548143469200597e-17, 3.139110854476598e-17, 3.77510816206171e-11, 5.1090533236147e-12, 1.026180791739977e-10, 4.248324566017156e-18, 1.562871267261302e-18, 3.139110854476598e-17, 8.532987993242283e-17, 5.602757282855001e-09, 5.1090533236147e-12, 1.562871267261302e-18, 9.3575575738614e-14, 3.139110854476598e-17, 8.532987993242283e-17, 3.139110854476598e-17, 2.3195066204489715e-16, 4.248324566017156e-18, 4.248324566017156e-18, 3.139110854476598e-17, 6.30507269735689e-16, 7.582507437811761e-10, 3.139110854476598e-17, 2.3195066204489715e-16, 5.749482084229917e-19, 0.9999930115822157, 1.562871267261302e-18, 2.3195066204489715e-16, 8.532987993242283e-17, 2.3195066204489715e-16, 5.1090533236147e-12, 2.7894485989004956e-10, 5.749482084229917e-19, 6.30507269735689e-16, 6.30507269735689e-16, 5.749482084229917e-19, 4.248324566017156e-18, 1.1548143469200597e-17, 3.139110854476598e-17, 1.1548143469200597e-17, 5.749482084229917e-19, 6.30507269735689e-16, 1.1548143469200597e-17, 5.749482084229917e-19, 5.749482084229917e-19, 4.248324566017156e-18, 1.026180791739977e-10, 6.144169415005329e-06, 5.602757282855001e-09, 4.6588535868606055e-15, 4.6588535868606055e-15, 1.7138964540338493e-15, 6.30507269735689e-16, 5.749482084229917e-19, 3.139110854476598e-17, 1.2664077046614428e-14, 6.30507269735689e-16, 5.749482084229917e-19, 5.749482084229917e-19, 1.026180791739977e-10, 4.6588535868606055e-15, 1.7138964540338493e-15, 5.749482084229917e-19, 5.749482084229917e-19, 5.1090533236147e-12, 2.3195066204489715e-16, 8.315229080334791e-07]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]",1.0,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 1. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]","[9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 5.501611081740457e-118, 2.0239296102932935e-118, 3.9036539281428613e-140, 9.324621449370601e-90, 1.616088413820251e-147, 1.3438239287020702e-153, 7.149791569445333e-142, 1.0, 1.7722561415473398e-144, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156, 9.054614407697357e-156]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]","[3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 1.473681879304291e-150, 1.0, 2.959969179979893e-149, 7.840698510906002e-139, 1.3095300051567673e-143, 5.22439558379172e-98, 7.9567438919514e-106, 3.652892166039281e-153, 4.642455656042647e-91, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153, 3.652892166039281e-153]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]","[6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 7.6136604674769635e-205, 1.0, 5.6257764312397845e-204, 7.04551520987685e-175, 1.4151295589086178e-173, 6.3309773362105915e-211, 7.6136604674769635e-205, 1.0456471698030763e-172, 2.069607489679963e-204, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211, 6.3309773362105915e-211]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. -1. -1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. -1. -1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  1.  0.  0.  0.]
 [ 0.  1.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. -1. -1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]","[4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 9.894571719847004e-229, 7.928682851306888e-182, 8.792425785565214e-222, 9.894571719847004e-229, 5.402253112739128e-227, 1.0, 1.3049116870106872e-219, 2.6209851870952265e-218, 3.693883068487256e-196, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230, 4.926217186867559e-230]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. -1. -1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  1.  0.  0.  0.]
 [ 0.  1.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0. -1.  0.  1.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0. -1. -1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  1.  0.  0.  0.]
 [ 0.  1.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  1.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
