value_network_X,value_network_y,policy_network_X,policy_network_y
"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]",1.0,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","[1.2227470525976109e-11, 4.498235024036373e-12, 2.4559531072668205e-10, 8.238804833690673e-14, 1.8147175285937583e-09, 8.238804833690673e-14, 1.6548081869003103e-12, 1.1150009856987009e-14, 2.23953934676419e-13, 3.644957592572581e-08, 6.087699110428138e-13, 2.23953934676419e-13, 4.498235024036373e-12, 1.6548081869003103e-12, 2.23953934676419e-13, 1.6548081869003103e-12, 8.238804833690673e-14, 1.6548081869003103e-12, 0.11915429692043888, 6.675972703030927e-10, 1.1150009856987009e-14, 1.3409049622492067e-08, 3.644957592572581e-08, 6.087699110428138e-13, 1.8147175285937583e-09, 2.4559531072668205e-10, 0.8804377843737624, 7.32109303090698e-07, 8.238804833690673e-14, 4.101859395244455e-15, 1.1150009856987009e-14, 1.1150009856987009e-14, 3.323771093877942e-11, 1.2227470525976109e-11, 4.498235024036373e-12, 4.101859395244455e-15, 1.3409049622492067e-08, 6.675972703030927e-10, 2.4559531072668205e-10, 2.23953934676419e-13, 0.0002953539728506874, 9.034946566445853e-11, 1.6548081869003103e-12, 4.932913681762521e-09, 6.087699110428138e-13, 1.1150009856987009e-14, 6.087699110428138e-13, 4.101859395244455e-15, 3.644957592572581e-08, 1.8147175285937583e-09, 0.00010865465448007625, 2.23953934676419e-13, 4.101859395244455e-15, 8.238804833690673e-14, 8.238804833690673e-14, 3.0308869181387023e-14, 3.0308869181387023e-14, 6.087699110428138e-13, 3.0308869181387023e-14, 2.4559531072668205e-10, 7.32109303090698e-07, 8.238804833690673e-14, 1.6548081869003103e-12, 8.238804833690673e-14, 4.498235024036373e-12, 3.0308869181387023e-14, 2.4559531072668205e-10, 4.101859395244455e-15, 1.1150009856987009e-14, 4.101859395244455e-15, 3.0308869181387023e-14, 8.238804833690673e-14, 1.2227470525976109e-11, 1.99007941503726e-06, 4.101859395244455e-15, 3.323771093877942e-11, 3.644957592572581e-08, 2.6932796129742006e-07, 1.6548081869003103e-12, 6.675972703030927e-10, 1.1150009856987009e-14]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.]]",1.0,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.]]","[4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 1.9366606581912876e-217, 5.924289893653081e-224, 7.311154551284224e-228, 1.0, 3.1520080147331386e-212, 1.4310094247967382e-216, 5.402253112739128e-227, 3.547117726544988e-219, 2.800909158044528e-205, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233, 4.492128611109229e-233]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0. -1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  1.]
 [ 0.  0. -1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0. -1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.]]","[1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 4.999127113166508e-197, 3.5996164455835086e-186, 4.747230806540073e-177, 2.916799416564376e-182, 3.282425319641051e-189, 1.7464086162218176e-177, 1.0, 1.0611231537463512e-139, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199, 1.239159721319329e-199]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  1.]
 [ 0.  0. -1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  1.]
 [ 0.  0. -1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  1.]
 [ 0.  0. -1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  1.]
 [ 0.  0. -1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.]]","[3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 4.981496696627458e-273, 4.3136473816186357e-256, 1.0, 2.2038808508361863e-267, 7.020667798504735e-251, 1.8325902209526951e-273, 6.569676224788449e-264, 1.000560358328482e-271, 3.6808558548018004e-272, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275, 3.3565060717995146e-275]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0. -1.  0.  1.  0.  1.]
 [ 0.  0. -1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  1.]
 [ 0.  0. -1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0. -1.  0.  1.  0.  1.]
 [ 0.  0. -1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0. -1.  0.  1.  0.  1.]
 [ 0.  0. -1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.]]","[1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 4.00588267344223e-150, 3.7485539715481897e-163, 4.508027065606742e-157, 6.353383808468667e-135, 3.4688300239292162e-133, 8.256739583429307e-159, 7.726345597362994e-172, 1.0, 2.842363700655332e-172, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176, 1.2904311236918859e-176]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0. -1.  0.  1.  0.  1.]
 [ 0.  0. -1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0. -1.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0. -1.  0.  1.  0.  1.]
 [ 0.  0. -1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  1.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0. -1.  0.  0.  0.]
 [ 0.  0.  0.  1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. -1.  0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
