value_network_X,value_network_y,policy_network_X,policy_network_y
"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 1. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]",1.0,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","[6.302950583632992e-16, 6.912024605947945e-13, 1.878883088421009e-12, 1.7133196037164897e-15, 2.5427917493993886e-13, 1.5224747355577477e-08, 5.107333757053839e-12, 1.2659814667258772e-14, 7.579955374755917e-10, 1.2659814667258772e-14, 8.312430403365351e-07, 1.3883172543674913e-11, 1.3883172543674913e-11, 2.3187259384381216e-16, 2.3187259384381216e-16, 2.3187259384381216e-16, 9.354408077844012e-14, 1.7133196037164897e-15, 5.107333757053839e-12, 1.878883088421009e-12, 4.657285545125186e-15, 1.7133196037164897e-15, 2.3187259384381216e-16, 2.2595528515798526e-06, 1.2659814667258772e-14, 1.7133196037164897e-15, 2.3187259384381216e-16, 9.354408077844012e-14, 3.057972251566552e-07, 1.5224747355577477e-08, 5.600871549146237e-09, 7.579955374755917e-10, 2.5427917493993886e-13, 2.5427917493993886e-13, 6.912024605947945e-13, 3.4412944161668815e-14, 5.107333757053839e-12, 2.3187259384381216e-16, 1.1249651230240804e-07, 1.2659814667258772e-14, 1.3883172543674913e-11, 2.788509747369677e-10, 2.3187259384381216e-16, 2.2595528515798526e-06, 2.3187259384381216e-16, 2.5427917493993886e-13, 6.302950583632992e-16, 4.657285545125186e-15, 5.107333757053839e-12, 1.2659814667258772e-14, 1.878883088421009e-12, 1.2659814667258772e-14, 4.657285545125186e-15, 1.2659814667258772e-14, 2.5427917493993886e-13, 1.1249651230240804e-07, 0.9996564414908714, 2.3187259384381216e-16, 1.3883172543674913e-11, 1.2659814667258772e-14, 1.7133196037164897e-15, 6.302950583632992e-16, 2.5427917493993886e-13, 2.3187259384381216e-16, 4.657285545125186e-15, 1.2659814667258772e-14, 2.3187259384381216e-16, 3.4412944161668815e-14, 2.060445495572948e-09, 2.3187259384381216e-16, 0.00033534737686220133, 1.2659814667258772e-14, 9.354408077844012e-14, 2.5427917493993886e-13, 1.7133196037164897e-15, 2.3187259384381216e-16, 2.3187259384381216e-16, 2.2595528515798526e-06, 1.5224747355577477e-08, 1.5224747355577477e-08, 1.7133196037164897e-15]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]",1.0,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 1. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]]","[3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 3.7485539715481897e-163, 8.256739583429307e-159, 4.00588267344223e-150, 1.0, 8.074506789675094e-73, 4.110788581358434e-160, 1.6584104776811452e-157, 7.445620940050319e-119, 2.2444145171954394e-158, 1.3095300051567673e-143]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0. -1.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0. -1.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0. -1.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]]","[4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 6.918274648626584e-284, 1.880582026165053e-283, 4.661496790756256e-286, 4.036548581771182e-269, 1.000560358328482e-271, 2.5450910116073043e-284, 1.0, 2.0623086070371722e-280, 2.2038808508361863e-267, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286, 4.661496790756256e-286]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0. -1.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  1.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0. -1.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0. -1.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  1.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  1.  0.  0.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0. -1.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  1.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  0.  0.  0.]]","[2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 2.5919001981743924e-175, 3.082440696949098e-126, 5.709040105864101e-171, 2.5919001981743924e-175, 1.0, 5.016819926933996e-121, 2.1871378321977182e-148, 6.100951197622044e-158, 8.472966775545996e-169, 5.5633473698397695e-161]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0. -1.  0. -1.]
 [ 0. -1.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  1.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  1.  0.  0.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0. -1.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  1.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  1.  0.  0.  0.  0.  0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0. -1.  0. -1.]
 [ 0. -1.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  1.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  1.  0.  0.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0. -1.  0. -1.]
 [ 0. -1.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  1.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  1.  0.  0.  0.  0.  0.]]","[1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 4.3929837684707906e-147, 1.473681879304291e-150, 1.4788975056432133e-74, 2.6691902155412764e-109, 1.473681879304291e-150, 1.8939170208596268e-131, 4.00588267344223e-150, 9.054614407697357e-156, 1.0, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157, 1.6584104776811452e-157]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0. -1.  0. -1.]
 [ 0. -1.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  1.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  1.  0. -1.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0. -1.  0. -1.]
 [ 0. -1.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  0.  0.  0.  1.  0. -1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  1.  1.  0.  0.  0.  0.  0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
