value_network_X,value_network_y,policy_network_X,policy_network_y
"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]",1.0,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","[1.4918117567123723e-08, 9.166008224432416e-14, 1.0051748549340548e-10, 2.0189476663037766e-09, 9.166008224432416e-14, 1.841041966300791e-12, 2.0189476663037766e-09, 2.996384012189181e-07, 3.697831639127257e-11, 1.4918117567123723e-08, 2.214044956000476e-06, 0.017940592097896804, 1.3603562369482139e-11, 2.0189476663037766e-09, 1.4918117567123723e-08, 9.166008224432416e-14, 2.732348542591198e-10, 1.841041966300791e-12, 2.491579359598079e-13, 1.841041966300791e-12, 3.697831639127257e-11, 7.427293392342209e-10, 9.166008224432416e-14, 6.772814897359084e-13, 1.0051748549340548e-10, 1.841041966300791e-12, 2.491579359598079e-13, 1.841041966300791e-12, 1.841041966300791e-12, 3.697831639127257e-11, 4.447028171334498e-05, 9.166008224432416e-14, 3.697831639127257e-11, 9.166008224432416e-14, 1.4918117567123723e-08, 2.732348542591198e-10, 9.166008224432416e-14, 4.447028171334498e-05, 6.018398171287501e-06, 6.018398171287501e-06, 3.697831639127257e-11, 1.3603562369482139e-11, 8.145016211419057e-07, 6.772814897359084e-13, 0.9795231390444118, 1.0051748549340548e-10, 6.772814897359084e-13, 4.0551647897528077e-08, 5.488068753923352e-09, 1.3603562369482139e-11, 5.004470922425951e-12, 4.0551647897528077e-08, 8.145016211419057e-07, 2.491579359598079e-13, 2.996384012189181e-07, 8.145016211419057e-07, 1.4918117567123723e-08, 2.732348542591198e-10, 1.841041966300791e-12, 2.491579359598079e-13, 5.488068753923352e-09, 5.004470922425951e-12, 1.3603562369482139e-11, 1.1023080759392003e-07, 1.1023080759392003e-07, 6.772814897359084e-13, 2.491579359598079e-13, 1.3603562369482139e-11, 8.145016211419057e-07, 0.0024279951130014, 6.772814897359084e-13, 2.732348542591198e-10, 9.166008224432416e-14, 1.3603562369482139e-11, 1.841041966300791e-12, 6.772814897359084e-13, 8.145016211419057e-07, 2.491579359598079e-13, 1.4918117567123723e-08, 1.3603562369482139e-11, 9.166008224432416e-14]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.  0.]]",1.0,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.  0.]]","[6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 1.4954929430743994e-117, 2.820770088460135e-53, 2.7390908706001e-119, 5.729245429933205e-95, 7.070450560725609e-99, 5.501611081740457e-118, 1.0, 1.7785284761271306e-68, 1.8251045143570802e-78, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122, 6.78952745758695e-122]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.  0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.  0.]]","[9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 7.419362476203855e-195, 4.050834656260586e-193, 6.011971683378335e-191, 4.871551112062132e-187, 9.324621449370601e-90, 1.2075367922765428e-189, 9.156220696363793e-199, 1.3589036389877445e-196, 1.0, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199, 9.156220696363793e-199]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0. -1.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.  0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0. -1.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0. -1.  0.  0.]]","[3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 5.583037061001886e-85, 1.7464086162218176e-177, 7.726345597362994e-172, 3.9474587518512645e-183, 1.5925185216216938e-180, 3.84672096489656e-173, 1.0, 4.328914158808713e-180, 8.046030434738165e-149, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183, 3.9474587518512645e-183]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0. -1.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0. -1.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0. -1.  0.  0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  0.]
 [ 0.  0.  0. -1.  0. -1.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0. -1.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0. -1.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0. -1.  0.  0.]]","[3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 4.218441761327482e-170, 6.100951197622044e-158, 6.865716089780698e-165, 9.054614407697357e-156, 1.7525894717410477e-101, 1.9151695967140057e-174, 1.0, 7.840698510906002e-139, 5.20597071316492e-174, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176, 3.50775547440964e-176]"
"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  0.]
 [ 0.  0. -1. -1.  0. -1.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0. -1.  0.  0.]]",1.0,"[[ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  1.]
 [ 0.  0.  0.  0.  0.  0.  1.  0.  0.]
 [ 0.  0.  0. -1.  0. -1.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0.  0.  0.]
 [ 0.  0.  0. -1.  0.  0. -1.  0.  0.]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
